hhid,hhsize,dwelltype,owndwell,totalbikes,totalvehs,travmonth,travdow,homelga,youngestgroup_5,aveagegroup_5,oldestgroup_5,homesubregion_ASGS,homeregion_ASGS,dayType,weekly_hhinc_group,annual_hhinc_group
Y24H6200116,2,Separate House,Being Purchased,2,1,June,Tuesday,Mornington Peninsula (S),15->19,30->34,50->54,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6200122,1,Separate House,Fully Owned,0,1,June,Monday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6200124,2,Separate House,Fully Owned,0,1,June,Wednesday,Mornington Peninsula (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6200126,2,Separate House,Being Purchased,0,1,June,Friday,Mornington Peninsula (S),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6200136,2,Separate House,Being Purchased,3,2,June,Monday,Mornington Peninsula (S),55->59,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,11,11
Y24H6200137,3,Separate House,Being Rented,0,0,June,Tuesday,Mornington Peninsula (S),20->24,35->39,55->59,MELB - Outer,Greater Melbourne,Weekday,2,2
Y24H6200139,1,Separate House,Being Rented,Missing/Refused,1,June,Thursday,Mornington Peninsula (S),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,7,7
Y24H6200304,3,Separate House,Fully Owned,2,1,June,Thursday,Bayside (C),10->14,20->24,40->44,MELB - Middle,Greater Melbourne,Weekday,2,2
Y24H6200307,3,Separate House,Fully Owned,4,1,June,Sunday,Bayside (C),20->24,45->49,60->64,MELB - Middle,Greater Melbourne,Weekend,14,14
Y24H6200308,3,Separate House,Being Purchased,0,2,June,Monday,Bayside (C),20->24,45->49,55->59,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6200309,4,Separate House,Fully Owned,0,2,June,Tuesday,Bayside (C),15->19,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6200310,2,Separate House,Fully Owned,2,2,June,Wednesday,Bayside (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6200311,5,Separate House,Fully Owned,4,3,June,Thursday,Bayside (C),15->19,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6200313,2,Separate House,Being Rented,1,2,June,Saturday,Bayside (C),20->24,20->24,25->29,MELB - Middle,Greater Melbourne,Weekend,2,2
Y24H6200314,2,Separate House,Fully Owned,0,4,June,Sunday,Bayside (C),50->54,55->59,55->59,MELB - Middle,Greater Melbourne,Weekend,18,18
Y24H6200316,2,Terrace or Townhouse,Fully Owned,Missing/Refused,2,June,Tuesday,Bayside (C),50->54,55->59,55->59,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6200318,4,Separate House,Being Purchased,7,2,June,Thursday,Bayside (C),15->19,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6200321,2,Terrace or Townhouse,Fully Owned,0,1,June,Sunday,Bayside (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekend,11,11
Y24H6200323,3,Separate House,Being Purchased,6,2,June,Tuesday,Glen Eira (C),0->4,25->29,40->44,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6200324,2,Separate House,Being Purchased,0,2,June,Wednesday,Glen Eira (C),60->64,60->64,60->64,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6200326,1,Separate House,Fully Owned,0,3,June,Friday,Glen Eira (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6200327,3,Terrace or Townhouse,Being Rented,0,1,June,Saturday,Glen Eira (C),15->19,40->44,55->59,MELB - Middle,Greater Melbourne,Weekend,15,15
Y24H6200328,2,Separate House,Fully Owned,Missing/Refused,2,June,Sunday,Glen Eira (C),55->59,60->64,60->64,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H6200329,3,Separate House,Being Rented,5,1,June,Monday,Glen Eira (C),10->14,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6200330,2,Separate House,Being Purchased,Missing/Refused,1,June,Tuesday,Glen Eira (C),30->34,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6200331,4,Terrace or Townhouse,Being Purchased,2,3,June,Wednesday,Glen Eira (C),15->19,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,14,14
Y24H6200333,4,Separate House,Fully Owned,2,3,June,Friday,Glen Eira (C),15->19,35->39,55->59,MELB - Middle,Greater Melbourne,Weekday,2,2
Y24H6200336,5,Terrace or Townhouse,Fully Owned,4,2,June,Monday,Glen Eira (C),10->14,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,1,1
Y24H6200339,2,Separate House,Fully Owned,2,3,June,Thursday,Glen Eira (C),50->54,50->54,50->54,MELB - Middle,Greater Melbourne,Weekday,17,17
Y24H6200340,2,Separate House,Fully Owned,Missing/Refused,4,June,Friday,Glen Eira (C),30->34,45->49,60->64,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6200341,4,Terrace or Townhouse,Fully Owned,2,1,June,Saturday,Glen Eira (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekend,16,16
Y24H6200405,6,Separate House,Being Purchased,6,4,June,Friday,Murrindindi (S),0->4,10->14,30->34,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6200406,4,Separate House,Being Purchased,4,2,June,Saturday,Murrindindi (S),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H6200410,2,Separate House,Being Purchased,0,2,June,Wednesday,Murrindindi (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6200415,5,Separate House,Being Purchased,4,2,June,Monday,Murrindindi (S),5->9,15->19,35->39,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6200416,2,Separate House,Fully Owned,0,2,June,Tuesday,Murrindindi (S),70->74,70->74,75->79,MELB - Outer,Greater Melbourne,Weekday,3,3
Y24H6200420,4,Separate House,Being Purchased,2,3,June,Saturday,Murrindindi (S),10->14,30->34,50->54,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H6200421,1,Separate House,Fully Owned,0,1,June,Sunday,Murrindindi (S),65->69,65->69,65->69,MELB - Outer,Greater Melbourne,Weekend,13,13
Y24H6200427,2,Separate House,Being Purchased,2,4,June,Saturday,Whittlesea (C),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6200429,6,Separate House,Being Purchased,6,2,June,Monday,Whittlesea (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6200430,5,Separate House,Being Rented,5,2,June,Tuesday,Whittlesea (C),5->9,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6200431,6,Separate House,Being Rented,3,2,June,Wednesday,Whittlesea (C),5->9,15->19,35->39,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6200440,4,Separate House,Being Purchased,4,2,June,Friday,Whittlesea (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6210201,1,Separate House,Fully Owned,0,3,June,Monday,Knox (C),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6210205,3,Separate House,Fully Owned,2,3,June,Friday,Knox (C),0->4,25->29,35->39,MELB - Outer,Greater Melbourne,Weekday,16,16
Y24H6210206,4,Separate House,Being Purchased,2,2,June,Saturday,Knox (C),0->4,15->19,30->34,MELB - Outer,Greater Melbourne,Weekend,4,4
Y24H6210208,2,Separate House,Being Purchased,0,2,June,Monday,Knox (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6210211,4,Separate House,Being Purchased,Missing/Refused,2,June,Thursday,Knox (C),0->4,15->19,30->34,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6210212,2,Separate House,Being Purchased,0,2,June,Friday,Knox (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6210214,2,Separate House,Fully Owned,0,2,June,Sunday,Knox (C),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekend,9,9
Y24H6210217,2,Separate House,Fully Owned,1,1,June,Wednesday,Knox (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,6,6
Y24H6210218,2,Separate House,Being Purchased,2,2,June,Thursday,Knox (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H6210223,2,Separate House,Fully Owned,0,1,June,Tuesday,Knox (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6210227,2,Separate House,Fully Owned,3,4,June,Saturday,Knox (C),80->84,80->84,85->89,MELB - Outer,Greater Melbourne,Weekend,2,2
Y24H6210228,3,Separate House,Fully Owned,Missing/Refused,2,June,Sunday,Knox (C),20->24,35->39,45->49,MELB - Outer,Greater Melbourne,Weekend,9,9
Y24H6210229,2,Separate House,Fully Owned,0,2,June,Monday,Knox (C),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6210230,4,Separate House,Being Purchased,6,2,June,Tuesday,Knox (C),5->9,25->29,40->44,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6210231,2,Separate House,Being Purchased,0,2,June,Wednesday,Knox (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6210234,2,Separate House,Fully Owned,0,2,June,Saturday,Knox (C),65->69,75->79,85->89,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6210235,3,Separate House,Being Purchased,3,3,June,Sunday,Knox (C),10->14,35->39,55->59,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H6210236,4,Separate House,Fully Owned,0,2,June,Monday,Knox (C),25->29,60->64,80->84,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6210237,1,Separate House,Fully Owned,0,1,June,Tuesday,Knox (C),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6210238,4,Separate House,Being Rented,2,2,June,Wednesday,Knox (C),0->4,15->19,30->34,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6210239,1,Separate House,Fully Owned,0,1,June,Thursday,Knox (C),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H6210241,1,Separate House,Fully Owned,2,1,June,Saturday,Knox (C),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6210402,1,Separate House,Being Purchased,2,0,June,Tuesday,Darebin (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6210404,2,Separate House,Fully Owned,0,0,June,Thursday,Darebin (C),55->59,70->74,85->89,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6210406,1,Separate House,Fully Owned,0,1,June,Saturday,Darebin (C),80->84,80->84,80->84,MELB - Middle,Greater Melbourne,Weekend,1,1
Y24H6210407,2,Separate House,Fully Owned,0,1,June,Sunday,Darebin (C),75->79,75->79,80->84,MELB - Middle,Greater Melbourne,Weekend,3,3
Y24H6210408,2,Separate House,Being Rented,2,2,June,Monday,Darebin (C),30->34,35->39,35->39,MELB - Middle,Greater Melbourne,Weekday,13,13
Y24H6210409,2,Separate House,Fully Owned,2,2,June,Tuesday,Darebin (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,7,7
Y24H6210422,2,Separate House,Fully Owned,2,2,June,Monday,Darebin (C),50->54,55->59,55->59,MELB - Middle,Greater Melbourne,Weekday,15,15
Y24H6210425,5,Separate House,Being Purchased,5,2,June,Thursday,Darebin (C),10->14,25->29,50->54,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6210427,2,Separate House,Fully Owned,0,1,June,Saturday,Darebin (C),55->59,70->74,90->94,MELB - Middle,Greater Melbourne,Weekend,10,10
Y24H6210428,2,Separate House,Being Purchased,2,5,June,Sunday,Darebin (C),45->49,55->59,60->64,MELB - Middle,Greater Melbourne,Weekend,17,17
Y24H6210430,2,Separate House,Being Purchased,2,2,June,Tuesday,Darebin (C),45->49,45->49,45->49,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6210434,2,Separate House,Being Purchased,2,2,June,Saturday,Darebin (C),40->44,45->49,45->49,MELB - Middle,Greater Melbourne,Weekend,7,7
Y24H6210435,5,Separate House,Fully Owned,2,5,June,Sunday,Darebin (C),30->34,45->49,65->69,MELB - Middle,Greater Melbourne,Weekend,19,19
Y24H6210438,2,Separate House,Fully Owned,0,3,June,Wednesday,Darebin (C),70->74,70->74,70->74,MELB - Middle,Greater Melbourne,Weekday,8,8
Y24H6210501,3,Separate House,Being Rented,0,1,June,Monday,Melton (S),5->9,15->19,30->34,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6210506,2,Separate House,Being Rented,0,1,June,Saturday,Melton (S),10->14,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,12,12
Y24H6210508,2,Separate House,Fully Owned,0,2,June,Monday,Melton (S),75->79,75->79,75->79,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6210509,2,Separate House,Being Rented,0,1,June,Tuesday,Melton (S),40->44,45->49,55->59,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6210511,2,Separate House,Being Rented,0,2,June,Thursday,Melton (S),15->19,20->24,20->24,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6210515,1,Separate House,Fully Owned,0,1,June,Monday,Melton (S),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekday,5,5
Y24H6210516,3,Separate House,Being Rented,2,2,June,Tuesday,Melton (S),5->9,15->19,40->44,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6210523,2,Separate House,Being Purchased,Missing/Refused,2,June,Tuesday,Melton (S),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,18,18
Y24H6210525,2,Separate House,Fully Owned,0,2,June,Thursday,Melton (S),55->59,55->59,55->59,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6210527,3,Separate House,Being Purchased,0,2,June,Saturday,Melton (S),10->14,30->34,40->44,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6210528,1,Separate House,Being Purchased,1,2,June,Sunday,Melton (S),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekend,14,14
Y24H6210533,4,Separate House,Being Purchased,2,2,June,Friday,Melton (S),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6210539,2,Separate House,Fully Owned,0,1,June,Thursday,Melton (S),70->74,75->79,80->84,MELB - Outer,Greater Melbourne,Weekday,4,4
Y24H6210540,2,Separate House,Being Purchased,0,1,June,Friday,Melton (S),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6220101,5,Separate House,Being Purchased,5,2,June,Monday,Frankston (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,15,15
Y24H6220108,1,"Unit, Flat or Apartment",Being Rented,2,0,June,Monday,Frankston (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6220111,3,Separate House,Being Purchased,0,2,June,Thursday,Frankston (C),0->4,20->24,30->34,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6220114,5,Separate House,Fully Owned,0,3,June,Sunday,Frankston (C),5->9,35->39,70->74,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6220119,1,"Unit, Flat or Apartment",Being Rented,0,0,June,Friday,Frankston (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,2,2
Y24H6220121,2,"Unit, Flat or Apartment",Being Rented,0,1,June,Sunday,Frankston (C),15->19,30->34,50->54,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6220130,1,"Unit, Flat or Apartment",Being Rented,1,0,June,Tuesday,Frankston (C),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekday,1,1
Y24H6220131,1,Separate House,Fully Owned,15,0,June,Wednesday,Frankston (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6220133,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Friday,Frankston (C),70->74,70->74,70->74,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6220142,1,"Unit, Flat or Apartment",Being Rented,0,1,June,Sunday,Frankston (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekend,6,6
Y24H6220402,3,Separate House,Fully Owned,0,1,June,Tuesday,Whittlesea (C),55->59,70->74,80->84,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6220406,2,Separate House,Fully Owned,0,1,June,Saturday,Whittlesea (C),80->84,80->84,80->84,MELB - Outer,Greater Melbourne,Weekend,3,3
Y24H6220408,2,Terrace or Townhouse,Being Purchased,Missing/Refused,3,June,Monday,Whittlesea (C),30->34,30->34,30->34,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6220409,4,Separate House,Being Purchased,0,2,June,Tuesday,Whittlesea (C),5->9,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6220411,4,Separate House,Being Purchased,4,2,June,Thursday,Whittlesea (C),5->9,25->29,45->49,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6220412,2,Separate House,Being Purchased,2,1,June,Friday,Whittlesea (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6220417,4,Separate House,Being Purchased,4,2,June,Wednesday,Whittlesea (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,13,13
Y24H6220419,1,Terrace or Townhouse,Being Purchased,0,2,June,Friday,Whittlesea (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6220420,3,Separate House,Fully Owned,1,2,June,Saturday,Whittlesea (C),30->34,50->54,65->69,MELB - Outer,Greater Melbourne,Weekend,17,17
Y24H6220429,3,Separate House,Being Purchased,3,2,June,Monday,Whittlesea (C),10->14,30->34,40->44,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6220436,2,Separate House,Being Purchased,1,1,June,Monday,Whittlesea (C),60->64,60->64,60->64,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6220442,4,Separate House,Being Purchased,4,2,June,Sunday,Whittlesea (C),0->4,15->19,35->39,MELB - Outer,Greater Melbourne,Weekend,9,9
Y24H6220501,4,Separate House,Being Purchased,0,2,June,Monday,Wyndham (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6220503,3,Separate House,Being Rented,0,1,June,Wednesday,Wyndham (C),5->9,25->29,35->39,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6220505,4,"Unit, Flat or Apartment",Being Rented,1,3,June,Friday,Wyndham (C),0->4,20->24,30->34,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6220506,6,Separate House,Fully Owned,2,2,June,Saturday,Wyndham (C),0->4,25->29,40->44,MELB - Outer,Greater Melbourne,Weekend,8,8
Y24H6220507,2,Separate House,Being Purchased,Missing/Refused,2,June,Sunday,Wyndham (C),45->49,45->49,45->49,MELB - Outer,Greater Melbourne,Weekend,15,15
Y24H6220511,2,Separate House,Being Rented,0,1,June,Thursday,Wyndham (C),25->29,25->29,25->29,MELB - Outer,Greater Melbourne,Weekday,2,2
Y24H6220515,3,Separate House,Fully Owned,1,2,June,Monday,Wyndham (C),5->9,25->29,35->39,MELB - Outer,Greater Melbourne,Weekday,10,10
Y24H6220516,5,"Unit, Flat or Apartment",Fully Owned,1,2,June,Tuesday,Wyndham (C),5->9,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6220524,5,Separate House,Being Rented,1,2,June,Wednesday,Wyndham (C),0->4,15->19,35->39,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6220531,4,Separate House,Being Rented,1,1,June,Wednesday,Wyndham (C),25->29,25->29,30->34,MELB - Outer,Greater Melbourne,Weekday,8,8
Y24H6220532,3,Separate House,Being Rented,2,1,June,Thursday,Wyndham (C),0->4,20->24,35->39,MELB - Outer,Greater Melbourne,Weekday,17,17
Y24H6220533,4,Separate House,Being Purchased,2,2,June,Friday,Wyndham (C),0->4,20->24,40->44,MELB - Outer,Greater Melbourne,Weekday,12,12
Y24H6220534,3,Separate House,Being Purchased,1,2,June,Saturday,Wyndham (C),0->4,25->29,35->39,MELB - Outer,Greater Melbourne,Weekend,17,17
Y24H6220536,5,Separate House,Fully Owned,0,3,June,Monday,Wyndham (C),0->4,30->34,60->64,MELB - Outer,Greater Melbourne,Weekday,9,9
Y24H6220539,1,Separate House,Being Purchased,Missing/Refused,1,June,Thursday,Wyndham (C),35->39,35->39,35->39,MELB - Outer,Greater Melbourne,Weekday,14,14
Y24H6220542,1,Separate House,Fully Owned,0,1,June,Sunday,Wyndham (C),50->54,50->54,50->54,MELB - Outer,Greater Melbourne,Weekend,4,4
Y24H6230102,3,Separate House,Being Purchased,Missing/Refused,2,July,Tuesday,Greater Dandenong (C),55->59,65->69,80->84,MELB - Middle,Greater Melbourne,Weekday,6,6
Y24H6230117,2,Separate House,Fully Owned,0,1,July,Wednesday,Greater Dandenong (C),75->79,75->79,75->79,MELB - Middle,Greater Melbourne,Weekday,5,5
Y24H6230118,3,Separate House,Being Rented,0,1,July,Thursday,Greater Dandenong (C),25->29,25->29,25->29,MELB - Middle,Greater Melbourne,Weekday,12,12
Y24H6230119,4,Separate House,Fully Owned,0,2,July,Friday,Greater Dandenong (C),0->4,15->19,35->39,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6230127,4,"Unit, Flat or Apartment",Fully Owned,Missing/Refused,3,July,Saturday,Greater Dandenong (C),20->24,40->44,55->59,MELB - Middle,Greater Melbourne,Weekend,11,11
Y24H6230130,4,Separate House,Being Purchased,3,4,July,Tuesday,Greater Dandenong (C),20->24,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6230132,4,Separate House,Fully Owned,Missing/Refused,3,July,Thursday,Greater Dandenong (C),15->19,30->34,45->49,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6230137,1,Separate House,Fully Owned,0,0,July,Tuesday,Greater Dandenong (C),65->69,65->69,65->69,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6230140,2,Separate House,Being Purchased,0,2,July,Friday,Greater Dandenong (C),40->44,45->49,50->54,MELB - Middle,Greater Melbourne,Weekday,9,9
Y24H6230141,3,Separate House,Being Purchased,0,1,July,Saturday,Greater Dandenong (C),50->54,70->74,85->89,MELB - Middle,Greater Melbourne,Weekend,6,6
Y24H6230401,3,Separate House,Fully Owned,4,3,July,Monday,Banyule (C),20->24,45->49,65->69,MELB - Middle,Greater Melbourne,Weekday,16,16
Y24H6230402,2,"Unit, Flat or Apartment",Being Rented,0,1,July,Tuesday,Banyule (C),20->24,35->39,45->49,MELB - Middle,Greater Melbourne,Weekday,11,11
Y24H6230404,4,Separate House,Fully Owned,6,4,July,Thursday,Banyule (C),15->19,35->39,50->54,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6230405,2,Separate House,Being Rented,0,1,July,Friday,Banyule (C),25->29,30->34,30->34,MELB - Middle,Greater Melbourne,Weekday,10,10
Y24H6230407,3,Separate House,Being Rented,0,1,July,Sunday,Banyule (C),35->39,45->49,55->59,MELB - Middle,Greater Melbourne,Weekend,9,9
Y24H6230408,5,Separate House,Being Purchased,5,2,July,Monday,Banyule (C),5->9,25->29,45->49,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6230409,4,Separate House,Being Purchased,Missing/Refused,3,July,Tuesday,Banyule (C),25->29,35->39,55->59,MELB - Middle,Greater Melbourne,Weekday,18,18
Y24H6230411,4,Separate House,Fully Owned,0,4,July,Thursday,Banyule (C),10->14,30->34,50->54,MELB - Middle,Greater Melbourne,Weekday,18,18
